KOD POCZTOWY;MIEJSCOWOŚĆ;WOJEWÓDZTWO;POWIAT
83-404;Nowa Karczma;pomorskie;kościerski
83-406;Wąglikowice;pomorskie;kościerski
83-407;Łubiana;pomorskie;kościerski
83-408;Wdzydze;pomorskie;kościerski
83-409;Korne;pomorskie;kościerski
83-420;Liniewo;pomorskie;kościerski
83-422;Nowy Barkoczyn;pomorskie;kościerski
83-423;Wielki Klincz;pomorskie;kościerski
83-424;Lipusz;pomorskie;kościerski
83-425;Dziemiany;pomorskie;kościerski
83-430;Stara Kiszewa;pomorskie;kościerski
83-431;Stary Bukowiec;pomorskie;kościerski
83-440;Karsin;pomorskie;kościerski
83-441;Wiele;pomorskie;kościerski
84-100;Puck;pomorskie;pucki
84-103;Łebcz;pomorskie;pucki
84-104;Władysławowo;pomorskie;pucki
84-105;Karwia;pomorskie;pucki
84-106;Leśniewo;pomorskie;pucki
84-107;Starzyno;pomorskie;pucki
84-110;Krokowa;pomorskie;pucki
84-113;Wierzchucino;pomorskie;pucki
84-122;Żelistrzewo;pomorskie;pucki
84-123;Połchowo;pomorskie;pucki
84-130;Kuźnica;pomorskie;pucki
84-140;Jastarnia;pomorskie;pucki
84-141;Jastarnia Jurata;pomorskie;pucki
84-150;Hel;pomorskie;pucki
84-200;Wejherowo;pomorskie;wejherowski
84-206;Nowy Dwór Wejherowski;pomorskie;wejherowski
84-207;Koleczkowo;pomorskie;wejherowski
84-208;Kielno;pomorskie;wejherowski
84-210;Choczewo;pomorskie;wejherowski
84-211;Sasino;pomorskie;wejherowski
84-214;Bożepole Wielkie;pomorskie;wejherowski
84-217;Szemud;pomorskie;wejherowski
84-218;Łęczyce;pomorskie;wejherowski
84-219;Rozłazino;pomorskie;wejherowski
84-220;Strzebielino;pomorskie;wejherowski
84-222;Strzepcz;pomorskie;wejherowski
84-223;Linia;pomorskie;wejherowski
84-230;Rumia;pomorskie;wejherowski
84-239;Bolszewo;pomorskie;wejherowski
84-240;Reda;pomorskie;wejherowski
84-241;Gościcino;pomorskie;wejherowski
84-242;Luzino;pomorskie;wejherowski
84-250;Gniewino;pomorskie;wejherowski
84-252;Zamostne;pomorskie;wejherowski
84-300;Lębork;pomorskie;lęborski
84-312;Cewice;pomorskie;lęborski
84-313;Siemirowice;pomorskie;lęborski
84-315;Maszewo Lęborskie;pomorskie;lęborski
84-350;Łebień;pomorskie;lęborski
84-351;Nowa Wieś Lęborska;pomorskie;lęborski
84-352;Wicko;pomorskie;lęborski
84-353;Mosty;pomorskie;lęborski
84-360;Łeba;pomorskie;lęborski
85-001;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz
86-005;Białe Błota;kujawsko-pomorskie;bydgoski
86-008;Koronowo;kujawsko-pomorskie;bydgoski
86-011;Wtelno;kujawsko-pomorskie;bydgoski
86-013;Mąkowarsko;kujawsko-pomorskie;bydgoski
86-014;Sicienko;kujawsko-pomorskie;bydgoski
86-017;Wierzchucin Królewski;kujawsko-pomorskie;bydgoski
86-020;Kotomierz;kujawsko-pomorskie;bydgoski
86-021;Maksymilianowo;kujawsko-pomorskie;bydgoski
86-022;Dobrcz;kujawsko-pomorskie;bydgoski
86-031;Osielsko;kujawsko-pomorskie;bydgoski
86-032;Niemcz;kujawsko-pomorskie;bydgoski
86-050;Solec Kujawski;kujawsko-pomorskie;bydgoski
86-060;Nowa Wieś Wielka;kujawsko-pomorskie;bydgoski
86-061;Brzoza;kujawsko-pomorskie;bydgoski
86-065;Łochowo;kujawsko-pomorskie;bydgoski
86-070;Dąbrowa Chełmińska;kujawsko-pomorskie;bydgoski
86-071;Czarże;kujawsko-pomorskie;bydgoski
86-100;Świecie;kujawsko-pomorskie;świecki
86-111;Gruczno;kujawsko-pomorskie;świecki
86-120;Pruszcz;kujawsko-pomorskie;świecki
86-122;Bukowiec;kujawsko-pomorskie;świecki
86-130;Laskowice;kujawsko-pomorskie;świecki
86-131;Jeżewo;kujawsko-pomorskie;świecki
86-132;Grupa;kujawsko-pomorskie;świecki
86-134;Dragacz;kujawsko-pomorskie;świecki
86-140;Drzycim;kujawsko-pomorskie;świecki
86-141;Lniano;kujawsko-pomorskie;świecki
86-150;Osie;kujawsko-pomorskie;świecki
86-160;Warlubie;kujawsko-pomorskie;świecki
86-170;Nowe;kujawsko-pomorskie;świecki
86-181;Serock;kujawsko-pomorskie;świecki
86-182;Świekatowo;kujawsko-pomorskie;świecki
86-200;Chełmno;kujawsko-pomorskie;chełmiński
86-208;Podwiesk;kujawsko-pomorskie;chełmiński
86-212;Stolno;kujawsko-pomorskie;chełmiński
86-221;Papowo Biskupie;kujawsko-pomorskie;chełmiński
86-230;Lisewo;kujawsko-pomorskie;chełmiński
86-253;Kijewo Królewskie;kujawsko-pomorskie;chełmiński
86-260;Unisław;kujawsko-pomorskie;chełmiński
86-300;Grudziądz;kujawsko-pomorskie;Miasto Grudziądz
86-318;Rogóźno;kujawsko-pomorskie;grudziądzki
86-320;Łasin;kujawsko-pomorskie;grudziądzki
86-327;Gruta;kujawsko-pomorskie;grudziądzki
86-330;Mełno;kujawsko-pomorskie;grudziądzki
86-341;Świecie nad Osą;kujawsko-pomorskie;grudziądzki
86-342;Lisnowo;kujawsko-pomorskie;grudziądzki
87-100;Toruń;kujawsko-pomorskie;Miasto Toruń
87-122;Grębocin;kujawsko-pomorskie;toruński
87-123;Dobrzejewice;kujawsko-pomorskie;toruński
87-125;Osiek;kujawsko-pomorskie;toruński
87-126;Obrowo;kujawsko-pomorskie;toruński
87-133;Rzęczkowo;kujawsko-pomorskie;toruński
87-134;Zławieś Wielka;kujawsko-pomorskie;toruński
87-140;Chełmża;kujawsko-pomorskie;toruński
87-148;Łysomice;kujawsko-pomorskie;toruński
87-152;Łubianka;kujawsko-pomorskie;toruński
87-162;Lubicz;kujawsko-pomorskie;toruński
87-165;Cierpice;kujawsko-pomorskie;toruński
87-200;Wąbrzeźno;kujawsko-pomorskie;wąbrzeski
87-207;Dębowa Łąka;kujawsko-pomorskie;wąbrzeski
87-213;Ryńsk;kujawsko-pomorskie;wąbrzeski
87-214;Płużnica;kujawsko-pomorskie;wąbrzeski
87-220;Radzyń Chełmiński;kujawsko-pomorskie;grudziądzki
87-222;Książki;kujawsko-pomorskie;wąbrzeski
87-300;Brodnica;kujawsko-pomorskie;brodnicki
87-305;Zbiczno;kujawsko-pomorskie;brodnicki
87-312;Pokrzydowo;kujawsko-pomorskie;brodnicki
87-313;Brzozie;kujawsko-pomorskie;brodnicki
87-320;Górzno;kujawsko-pomorskie;brodnicki
87-321;Bartniczka;kujawsko-pomorskie;brodnicki
87-322;Jastrzębie;kujawsko-pomorskie;brodnicki
87-326;Nieżywięć;kujawsko-pomorskie;brodnicki
87-327;Bobrowo;kujawsko-pomorskie;brodnicki
87-330;Jabłonowo Pomorskie;kujawsko-pomorskie;brodnicki
87-335;Świedziebnia;kujawsko-pomorskie;brodnicki
87-337;Wąpielsk;kujawsko-pomorskie;rypiński
87-340;Osiek;kujawsko-pomorskie;brodnicki
87-400;Golub-Dobrzyń;kujawsko-pomorskie;golubsko-dobrzyński
87-404;Radomin;kujawsko-pomorskie;golubsko-dobrzyński
87-408;Ciechocin;kujawsko-pomorskie;golubsko-dobrzyński
87-410;Kowalewo Pomorskie;kujawsko-pomorskie;golubsko-dobrzyński
87-423;Wrocki;kujawsko-pomorskie;golubsko-dobrzyński
87-500;Rypin;kujawsko-pomorskie;rypiński
87-506;Urszulewo;kujawsko-pomorskie;rypiński
87-510;Skrwilno;kujawsko-pomorskie;rypiński
87-511;Okalewo;kujawsko-pomorskie;rypiński
87-513;Stępowo;kujawsko-pomorskie;rypiński
87-515;Rogowo;kujawsko-pomorskie;rypiński
87-517;Brzuze;kujawsko-pomorskie;rypiński
87-521;Ugoszcz;kujawsko-pomorskie;rypiński
87-522;Ostrowite;kujawsko-pomorskie;rypiński
87-600;Lipno;kujawsko-pomorskie;lipnowski
87-602;Chrostkowo;kujawsko-pomorskie;lipnowski
87-603;Wielgie;kujawsko-pomorskie;lipnowski
87-605;Tłuchowo;kujawsko-pomorskie;lipnowski
87-606;Chalin;kujawsko-pomorskie;lipnowski
87-607;Mokowo;kujawsko-pomorskie;lipnowski
87-610;Dobrzyń nad Wisłą;kujawsko-pomorskie;lipnowski
87-611;Grochowalsk;kujawsko-pomorskie;lipnowski
87-615;Łochocin;kujawsko-pomorskie;lipnowski
87-617;Bobrowniki;kujawsko-pomorskie;lipnowski
87-618;Brzeźno;kujawsko-pomorskie;lipnowski
87-620;Kikół;kujawsko-pomorskie;lipnowski
87-630;Skępe;kujawsko-pomorskie;lipnowski
87-632;Osówka;kujawsko-pomorskie;toruński
87-640;Czernikowo;kujawsko-pomorskie;toruński
87-641;Mazowsze;kujawsko-pomorskie;toruński
87-645;Zbójno;kujawsko-pomorskie;golubsko-dobrzyński
87-700;Aleksandrów Kujawski;kujawsko-pomorskie;aleksandrowski
87-702;Koneck;kujawsko-pomorskie;aleksandrowski
87-703;Łowiczek;kujawsko-pomorskie;aleksandrowski
87-704;Bądkowo;kujawsko-pomorskie;aleksandrowski
87-705;Siniarzewo;kujawsko-pomorskie;aleksandrowski
87-706;Sędzin;kujawsko-pomorskie;aleksandrowski
87-707;Zakrzewo;kujawsko-pomorskie;aleksandrowski
87-708;Straszewo;kujawsko-pomorskie;aleksandrowski
87-710;Służewo;kujawsko-pomorskie;aleksandrowski
87-720;Ciechocinek;kujawsko-pomorskie;aleksandrowski
87-721;Raciążek;kujawsko-pomorskie;aleksandrowski
87-730;Nieszawa;kujawsko-pomorskie;aleksandrowski
87-731;Waganiec;kujawsko-pomorskie;aleksandrowski
87-732;Lubanie;kujawsko-pomorskie;włocławski
87-800;Włocławek;kujawsko-pomorskie;Miasto Włocławek
87-811;Fabianki;kujawsko-pomorskie;włocławski
87-814;Wieniec;kujawsko-pomorskie;włocławski
87-815;Smólnik;kujawsko-pomorskie;włocławski
87-820;Kowal;kujawsko-pomorskie;włocławski
87-821;Baruchowo;kujawsko-pomorskie;włocławski
87-830;Czerniewice;kujawsko-pomorskie;włocławski
87-840;Lubień Kujawski;kujawsko-pomorskie;włocławski
87-850;Choceń;kujawsko-pomorskie;włocławski
87-851;Boniewo;kujawsko-pomorskie;włocławski
87-853;Kruszyn;kujawsko-pomorskie;włocławski
87-860;Chodecz;kujawsko-pomorskie;włocławski
87-865;Izbica Kujawska;kujawsko-pomorskie;włocławski
87-866;Błenna;kujawsko-pomorskie;włocławski
87-875;Topólka;kujawsko-pomorskie;radziejowski
87-880;Brześć Kujawski;kujawsko-pomorskie;włocławski
87-890;Lubraniec;kujawsko-pomorskie;włocławski
88-100;Inowrocław;kujawsko-pomorskie;inowrocławski
88-111;Rojewo;kujawsko-pomorskie;inowrocławski
88-121;Chełmce;kujawsko-pomorskie;inowrocławski
88-126;Tuczno;kujawsko-pomorskie;inowrocławski
88-133;Dąbrowa Biskupia;kujawsko-pomorskie;inowrocławski
88-140;Gniewkowo;kujawsko-pomorskie;inowrocławski
88-150;Kruszwica;kujawsko-pomorskie;inowrocławski
88-160;Janikowo;kujawsko-pomorskie;inowrocławski
88-170;Pakość;kujawsko-pomorskie;inowrocławski
88-180;Złotniki Kujawskie;kujawsko-pomorskie;inowrocławski
88-181;Jaksice;kujawsko-pomorskie;inowrocławski
88-190;Barcin;kujawsko-pomorskie;żniński
88-192;Piechcin;kujawsko-pomorskie;żniński
88-200;Radziejów;kujawsko-pomorskie;radziejowski
88-210;Dobre;kujawsko-pomorskie;radziejowski
88-220;Osięciny;kujawsko-pomorskie;radziejowski
88-230;Piotrków Kujawski;kujawsko-pomorskie;radziejowski
88-231;Bytoń;kujawsko-pomorskie;radziejowski
88-232;Witowo;kujawsko-pomorskie;radziejowski
88-235;Nowa Wieś;kujawsko-pomorskie;radziejowski
88-237;Bycz;kujawsko-pomorskie;radziejowski
88-300;Mogilno;kujawsko-pomorskie;mogileński
88-306;Dąbrowa;kujawsko-pomorskie;mogileński
88-312;Przyjezierze;kujawsko-pomorskie;mogileński
88-320;Strzelno;kujawsko-pomorskie;mogileński
88-324;Jeziora Wielkie;kujawsko-pomorskie;mogileński
88-330;Gębice;kujawsko-pomorskie;mogileński
88-400;Żnin;kujawsko-pomorskie;żniński
88-404;Podobowice;kujawsko-pomorskie;żniński
88-405;Gorzyce;kujawsko-pomorskie;żniński
88-409;Biskupin;kujawsko-pomorskie;żniński
88-410;Gąsawa;kujawsko-pomorskie;żniński
88-420;Rogowo;kujawsko-pomorskie;żniński
88-422;Gościeszyn;kujawsko-pomorskie;żniński
88-430;Janowiec Wielkopolski;kujawsko-pomorskie;żniński
89-100;Nakło nad Notecią;kujawsko-pomorskie;nakielski
89-110;Sadki;kujawsko-pomorskie;nakielski
89-115;Mrocza;kujawsko-pomorskie;nakielski
89-120;Potulice;kujawsko-pomorskie;nakielski
89-121;Ślesin;kujawsko-pomorskie;nakielski
89-200;Szubin;kujawsko-pomorskie;nakielski
89-203;Rynarzewo;kujawsko-pomorskie;nakielski
89-205;Tur;kujawsko-pomorskie;nakielski
89-210;Łabiszyn;kujawsko-pomorskie;żniński
89-240;Kcynia;kujawsko-pomorskie;nakielski
89-241;Gromadno;kujawsko-pomorskie;nakielski
89-300;Wyrzysk;wielkopolskie;pilski
89-310;Łobżenica;wielkopolskie;pilski
89-320;Wysoka;wielkopolskie;pilski
89-333;Osiek nad Notecią;wielkopolskie;pilski
89-340;Białośliwie;wielkopolskie;pilski
89-350;Miasteczko Krajeńskie;wielkopolskie;pilski
89-400;Sępólno Krajeńskie;kujawsko-pomorskie;sępoleński
89-410;Więcbork;kujawsko-pomorskie;sępoleński
89-412;Sośno;kujawsko-pomorskie;sępoleński
89-413;Wąwelno;kujawsko-pomorskie;sępoleński
89-422;Sypniewo;kujawsko-pomorskie;sępoleński
89-430;Kamień Krajeński;kujawsko-pomorskie;sępoleński
89-500;Tuchola;kujawsko-pomorskie;tucholski
89-504;Legbąd;kujawsko-pomorskie;tucholski
89-505;Małe Gacno;kujawsko-pomorskie;tucholski
89-506;Kęsowo;kujawsko-pomorskie;tucholski
89-510;Bysław;kujawsko-pomorskie;tucholski
89-511;Cekcyn;kujawsko-pomorskie;tucholski
89-512;Iwiec;kujawsko-pomorskie;tucholski
89-520;Gostycyn;kujawsko-pomorskie;tucholski
89-525;Sucha;kujawsko-pomorskie;tucholski
89-526;Lubiewo;kujawsko-pomorskie;tucholski
89-530;Śliwice;kujawsko-pomorskie;tucholski
89-600;Chojnice;pomorskie;chojnicki
89-606;Charzykowy;pomorskie;chojnicki
89-607;Konarzyny;pomorskie;chojnicki
89-608;Swornegacie;pomorskie;chojnicki
89-632;Brusy;pomorskie;chojnicki
89-634;Leśno;pomorskie;chojnicki
89-642;Rytel;pomorskie;chojnicki
89-650;Czersk;pomorskie;chojnicki
89-651;Gotelp;pomorskie;chojnicki
89-652;Łąg;pomorskie;chojnicki
90-001;Łódź;łódzkie;Miasto Łódź
95-001;Biała;łódzkie;zgierski
95-002;Maciejów;łódzkie;zgierski
95-006;Brójce;łódzkie;łódzki wschodni
95-010;Stryków;łódzkie;zgierski
95-011;Bratoszewice;łódzkie;zgierski
95-015;Głowno;łódzkie;zgierski
95-020;Andrespol;łódzkie;łódzki wschodni
95-030;Rzgów;łódzkie;łódzki wschodni
95-035;Ozorków;łódzkie;zgierski
95-039;Sokolniki;łódzkie;zgierski
95-040;Koluszki;łódzkie;łódzki wschodni
95-041;Gałkówek;łódzkie;łódzki wschodni
95-043;Leźnica Wielka-Osiedle;łódzkie;zgierski
95-045;Parzęczew;łódzkie;zgierski
95-047;Jeżów;łódzkie;brzeziński
95-050;Konstantynów Łódzki;łódzkie;pabianicki
95-054;Ksawerów;łódzkie;pabianicki
95-060;Brzeziny;łódzkie;brzeziński
95-061;Dmosin;łódzkie;brzeziński
95-063;Rogów;łódzkie;brzeziński
95-069;Aleksandrów Łódzki;łódzkie;zgierski
95-071;Rąbień;łódzkie;zgierski
95-073;Grotniki;łódzkie;zgierski
95-080;Tuszyn;łódzkie;łódzki wschodni
95-081;Dłutów;łódzkie;pabianicki
95-082;Dobroń;łódzkie;pabianicki
95-083;Lutomiersk;łódzkie;pabianicki
95-100;Zgierz;łódzkie;zgierski
95-200;Pabianice;łódzkie;pabianicki
96-100;Skierniewice;łódzkie;Miasto Skierniewice
96-111;Kowiesy;łódzkie;skierniewicki
96-115;Nowy Kawęczyn;łódzkie;skierniewicki
96-116;Dębowa Góra;łódzkie;skierniewicki
96-124;Maków;łódzkie;skierniewicki
96-126;Godzianów;łódzkie;skierniewicki
96-127;Lipce Reymontowskie;łódzkie;skierniewicki
96-128;Słupia;łódzkie;skierniewicki
96-130;Głuchów;łódzkie;skierniewicki
96-200;Rawa Mazowiecka;łódzkie;rawski
96-206;Sadkowice;łódzkie;rawski
96-208;Lubania;łódzkie;rawski
96-214;Cielądz;łódzkie;rawski
96-230;Biała Rawska;łódzkie;rawski
96-232;Regnów;łódzkie;rawski
96-300;Żyrardów;mazowieckie;żyrardowski
96-313;Jaktorów;mazowieckie;grodziski
96-314;Baranów;mazowieckie;grodziski
96-315;Wiskitki;mazowieckie;żyrardowski
96-316;Międzyborów;mazowieckie;grodziski
96-317;Guzów;mazowieckie;żyrardowski
96-320;Mszczonów;mazowieckie;żyrardowski
96-321;Żabia Wola;mazowieckie;grodziski
96-323;Osuchów;mazowieckie;żyrardowski
96-325;Radziejowice;mazowieckie;żyrardowski
96-330;Puszcza Mariańska;mazowieckie;żyrardowski
96-332;Radziwiłłów;mazowieckie;żyrardowski
96-500;Sochaczew;mazowieckie;sochaczewski
96-512;Młodzieszyn;mazowieckie;sochaczewski
96-513;Nowa Sucha;mazowieckie;sochaczewski
96-514;Rybno;mazowieckie;sochaczewski
96-515;Teresin;mazowieckie;sochaczewski
96-516;Szymanów;mazowieckie;sochaczewski
96-520;Iłów;mazowieckie;sochaczewski
96-521;Brzozów Nowy;mazowieckie;sochaczewski
97-200;Tomaszów Mazowiecki;łódzkie;tomaszowski
97-212;Budziszewice;łódzkie;tomaszowski
97-213;Smardzewice;łódzkie;tomaszowski
97-215;Inowłódz;łódzkie;tomaszowski
97-216;Czerniewice;łódzkie;tomaszowski
97-217;Lubochnia;łódzkie;tomaszowski
97-220;Rzeczyca;łódzkie;tomaszowski
97-221;Rokiciny;łódzkie;tomaszowski
97-225;Ujazd;łódzkie;tomaszowski
97-226;Żelechlinek;łódzkie;tomaszowski
97-300;Piotrków Trybunalski;łódzkie;Miasto Piotrków Trybunalski
97-306;Grabica;łódzkie;piotrkowski
97-310;Moszczenica;łódzkie;piotrkowski
97-318;Czarnocin;łódzkie;piotrkowski
97-319;Będków;łódzkie;tomaszowski
97-320;Wolbórz;łódzkie;piotrkowski
97-330;Sulejów;łódzkie;piotrkowski
97-340;Rozprza;łódzkie;piotrkowski
97-350;Gorzkowice;łódzkie;piotrkowski
97-352;Łęki Szlacheckie;łódzkie;piotrkowski
97-360;Kamieńsk;łódzkie;radomszczański
97-371;Wola Krzysztoporska;łódzkie;piotrkowski
97-400;Bełchatów;łódzkie;bełchatowski
97-403;Drużbice;łódzkie;bełchatowski
97-410;Kleszczów;łódzkie;bełchatowski
97-415;Kluki;łódzkie;bełchatowski
97-420;Szczerców;łódzkie;bełchatowski
97-425;Zelów;łódzkie;bełchatowski
97-427;Rogowiec;łódzkie;bełchatowski
97-438;Rusiec;łódzkie;bełchatowski
97-500;Radomsko;łódzkie;radomszczański
97-505;Dobryszyce;łódzkie;radomszczański
97-510;Ręczno;łódzkie;piotrkowski
97-512;Kodrąb;łódzkie;radomszczański
97-515;Masłowice;łódzkie;radomszczański
97-524;Kobiele Wielkie;łódzkie;radomszczański
97-525;Wielgomłyny;łódzkie;radomszczański
97-532;Żytno;łódzkie;radomszczański
97-540;Gidle;łódzkie;radomszczański
97-545;Gomunice;łódzkie;radomszczański
97-561;Ładzice;łódzkie;radomszczański
97-565;Lgota Wielka;łódzkie;radomszczański
97-570;Przedbórz;łódzkie;radomszczański
98-100;Łask;łódzkie;łaski
98-105;Wodzierady;łódzkie;łaski
98-113;Buczek;łódzkie;łaski
98-160;Sędziejowice;łódzkie;łaski
98-161;Zapolice;łódzkie;zduńskowolski
98-170;Widawa;łódzkie;łaski
98-200;Sieradz;łódzkie;sieradzki
98-215;Goszczanów;łódzkie;sieradzki
98-220;Zduńska Wola;łódzkie;zduńskowolski
98-235;Błaszki;łódzkie;sieradzki
98-240;Szadek;łódzkie;zduńskowolski
98-260;Burzenin;łódzkie;sieradzki
98-270;Złoczew;łódzkie;sieradzki
98-273;Klonowa;łódzkie;sieradzki
98-275;Brzeźnio;łódzkie;sieradzki
98-277;Brąszewice;łódzkie;sieradzki
98-285;Wróblew;łódzkie;sieradzki
98-290;Warta;łódzkie;sieradzki
98-300;Wieluń;łódzkie;wieluński
98-310;Czarnożyły;łódzkie;wieluński
98-311;Ostrówek;łódzkie;wieluński
98-313;Konopnica;łódzkie;wieluński
98-320;Osjaków;łódzkie;wieluński
98-324;Wierzchlas;łódzkie;wieluński
98-330;Pajęczno;łódzkie;pajęczański
98-331;Nowa Brzeźnica;łódzkie;pajęczański
98-332;Rząśnia;łódzkie;pajęczański
98-335;Pątnów;łódzkie;wieluński
98-337;Strzelce Wielkie;łódzkie;pajęczański
98-338;Sulmierzyce;łódzkie;pajęczański
98-345;Mokrsko;łódzkie;wieluński
98-346;Skomlin;łódzkie;wieluński
98-350;Biała Druga;łódzkie;wieluński
98-354;Siemkowice;łódzkie;pajęczański
98-355;Działoszyn;łódzkie;pajęczański
98-358;Kiełczygłów;łódzkie;pajęczański
98-360;Lututów;łódzkie;wieruszowski
98-400;Wieruszów;łódzkie;wieruszowski
98-405;Galewice;łódzkie;wieruszowski
98-410;Czastary;łódzkie;wieruszowski
98-420;Sokolniki;łódzkie;wieruszowski
98-430;Bolesławiec;łódzkie;wieruszowski
98-432;Łubnice;łódzkie;wieruszowski
99-100;Łęczyca;łódzkie;łęczycki
99-104;Siedlec;łódzkie;łęczycki
99-105;Mazew;łódzkie;łęczycki
99-106;Sobótka;łódzkie;łęczycki
99-107;Daszyna;łódzkie;łęczycki
99-120;Piątek;łódzkie;łęczycki
99-122;Góra Świętej Małgorzaty;łódzkie;łęczycki
99-140;Świnice Warckie;łódzkie;łęczycki
99-150;Grabów;łódzkie;łęczycki
99-151;Błonie;łódzkie;łęczycki
99-200;Poddębice;łódzkie;poddębicki
99-205;Dalików;łódzkie;poddębicki
99-207;Niemysłów;łódzkie;poddębicki
99-210;Uniejów;łódzkie;poddębicki
99-220;Wartkowice;łódzkie;poddębicki
99-232;Zadzim;łódzkie;poddębicki
99-235;Pęczniew;łódzkie;poddębicki
99-300;Kutno;łódzkie;kutnowski
99-306;Łanięta;łódzkie;kutnowski
99-307;Strzelce;łódzkie;kutnowski
99-308;Kaszewy Kościelne;łódzkie;kutnowski
99-311;Bedlno;łódzkie;kutnowski
99-312;Plecka Dąbrowa;łódzkie;kutnowski
99-313;Załusin;łódzkie;kutnowski
99-314;Krzyżanów;łódzkie;kutnowski
99-316;Mirosławice;łódzkie;kutnowski
99-319;Dobrzelin;łódzkie;kutnowski
99-320;Żychlin;łódzkie;kutnowski
99-322;Oporów;łódzkie;kutnowski
99-323;Mnich;łódzkie;kutnowski
99-331;Byszew;łódzkie;kutnowski
99-332;Wysoka Wielka;łódzkie;kutnowski
99-333;Nowe;łódzkie;kutnowski
99-335;Witonia;łódzkie;łęczycki
99-340;Krośniewice;łódzkie;kutnowski
99-350;Ostrowy;łódzkie;kutnowski
99-352;Dąbrowice;łódzkie;kutnowski
99-400;Łowicz;łódzkie;łowicki
99-412;Kiernozia;łódzkie;łowicki
99-413;Chąśno;łódzkie;łowicki
99-414;Kocierzew;łódzkie;łowicki
99-416;Nieborów;łódzkie;łowicki
99-417;Bolimów;łódzkie;skierniewicki
99-418;Bełchów;łódzkie;łowicki
99-420;Łyszkowice;łódzkie;łowicki
99-423;Bielawy;łódzkie;łowicki
99-434;Domaniewice;łódzkie;łowicki
99-440;Zduny;łódzkie;łowicki
